Customer_ID,Gender,Age,Product_Category,Payment_Method,Purchase_Frequency,Purchase_Amount,Location
CUST1383,Male,24,Fitness,Credit Card,Sometimes,9826.0,Chennai
CUST1384,Female,27,Groceries,Net Banking,Often,4414.37,Chennai
CUST1385,Female,25,Groceries,Cash,Rarely,8181.09,Mumbai
CUST1386,Male,63,Electronics,Net Banking,Very Often,1581.5,Kolkata
CUST1387,Male,49,Beauty,Net Banking,Sometimes,5500.73,Bangalore
CUST1388,Female,36,Electronics,Debit Card,Rarely,1888.0,Delhi
CUST1389,Male,50,Electronics,Cash,Rarely,2765.04,Mumbai
CUST1390,Female,23,Books,Credit Card,Sometimes,8912.16,Mumbai
CUST1391,Female,21,Electronics,Cash,Rarely,4722.59,Bangalore
CUST1392,Male,18,Beauty,UPI,Very Often,8216.91,Hyderabad
CUST1393,Male,34,Fitness,Debit Card,Rarely,6741.85,Kolkata
CUST1394,Female,22,Fitness,Net Banking,Rarely,1441.01,Chennai
CUST1395,Female,65,Clothing,Credit Card,Often,7525.35,Delhi
CUST1396,Male,49,Clothing,Net Banking,Very Often,8757.34,Chennai
CUST1397,Female,39,Electronics,Debit Card,Very Often,301.46,Chennai
CUST1398,Male,21,Clothing,Cash,Very Often,5482.4,Bangalore
CUST1399,Male,38,Books,Debit Card,Rarely,6447.73,Chennai
CUST1400,Male,45,Clothing,UPI,Often,2387.63,Hyderabad
CUST1401,Female,49,Clothing,Debit Card,Often,6169.26,Delhi
CUST1402,Male,64,Fitness,Net Banking,Very Often,5833.98,Bangalore
CUST1403,Male,64,Groceries,Credit Card,Very Often,501.67,Chennai
CUST1404,Female,65,Fitness,Debit Card,Rarely,6713.5,Hyderabad
CUST1405,Female,24,Clothing,Credit Card,Sometimes,7010.75,Hyderabad
CUST1406,Male,61,Beauty,UPI,Rarely,8943.86,Mumbai
CUST1407,Male,48,Electronics,Net Banking,Very Often,4211.78,Bangalore
CUST1408,Male,28,Electronics,UPI,Sometimes,679.16,Mumbai
CUST1409,Female,33,Fitness,UPI,Sometimes,8017.43,Chennai
CUST1410,Female,18,Beauty,Debit Card,Rarely,5038.04,Bangalore
CUST1411,Male,45,Clothing,Cash,Sometimes,5290.6,Bangalore
CUST1412,Female,43,Books,Credit Card,Often,1972.02,Bangalore
CUST1413,Male,58,Clothing,Debit Card,Sometimes,4867.14,Delhi
CUST1414,Female,38,Books,Debit Card,Rarely,143.27,Chennai
CUST1415,Male,29,Books,UPI,Very Often,4080.2,Chennai
CUST1416,Female,19,Electronics,Credit Card,Rarely,7624.08,Bangalore
CUST1417,Female,58,Clothing,UPI,Sometimes,6516.99,Bangalore
CUST1418,Male,25,Fitness,Debit Card,Sometimes,6716.63,Bangalore
CUST1419,Female,22,Electronics,Cash,Rarely,362.59,Delhi
CUST1420,Female,20,Beauty,UPI,Sometimes,5694.99,Mumbai
CUST1421,Female,22,Beauty,Cash,Rarely,9846.99,Hyderabad
CUST1422,Female,27,Groceries,UPI,Sometimes,4069.8,Hyderabad
CUST1423,Female,48,Books,Debit Card,Rarely,1281.62,Hyderabad
CUST1424,Male,33,Clothing,Cash,Often,5983.55,Delhi
CUST1425,Male,54,Beauty,Debit Card,Sometimes,7117.85,Hyderabad
CUST1426,Female,60,Fitness,Cash,Sometimes,9766.35,Chennai
CUST1427,Male,46,Fitness,Cash,Rarely,4235.14,Bangalore
CUST1428,Female,44,Beauty,Debit Card,Rarely,6317.24,Hyderabad
CUST1429,Female,31,Beauty,Credit Card,Rarely,3010.21,Chennai
CUST1430,Female,57,Fitness,Cash,Rarely,6450.5,Hyderabad
CUST1431,Male,53,Fitness,Net Banking,Very Often,3751.7,Delhi
CUST1432,Female,20,Beauty,Cash,Very Often,7583.47,Mumbai
CUST1433,Female,34,Beauty,Net Banking,Sometimes,1934.31,Kolkata
CUST1434,Female,59,Electronics,UPI,Often,1833.09,Hyderabad
CUST1435,Female,58,Books,Cash,Rarely,4415.79,Mumbai
CUST1436,Male,65,Clothing,Credit Card,Sometimes,1543.51,Chennai
CUST1437,Female,64,Books,Net Banking,Sometimes,7335.29,Mumbai
CUST1438,Female,35,Beauty,Cash,Rarely,4780.76,Kolkata
CUST1439,Male,57,Fitness,Net Banking,Sometimes,6323.62,Kolkata
CUST1440,Female,57,Fitness,Net Banking,Rarely,8535.38,Bangalore
CUST1441,Female,54,Beauty,UPI,Sometimes,8627.45,Bangalore
CUST1442,Female,62,Electronics,Cash,Often,2943.56,Chennai
CUST1443,Male,51,Books,Cash,Often,7089.0,Delhi
CUST1444,Male,23,Beauty,Cash,Very Often,6545.7,Delhi
CUST1445,Female,20,Groceries,Credit Card,Often,5574.59,Chennai
CUST1446,Female,45,Groceries,Credit Card,Sometimes,6808.92,Chennai
CUST1447,Male,33,Fitness,Cash,Often,7888.97,Delhi
CUST1448,Female,60,Groceries,Net Banking,Sometimes,6571.26,Mumbai
CUST1449,Male,30,Electronics,Debit Card,Very Often,9753.83,Mumbai
CUST1450,Female,22,Groceries,Credit Card,Very Often,3599.14,Chennai
CUST1451,Female,19,Fitness,Credit Card,Often,2151.52,Delhi
CUST1452,Male,37,Clothing,Credit Card,Very Often,6914.54,Hyderabad
CUST1453,Male,22,Electronics,UPI,Very Often,210.89,Kolkata
CUST1454,Female,37,Groceries,Credit Card,Sometimes,2998.84,Kolkata
CUST1455,Female,46,Beauty,Debit Card,Often,8082.33,Chennai
CUST1456,Female,25,Books,Credit Card,Sometimes,7929.91,Hyderabad
CUST1457,Female,40,Fitness,Net Banking,Very Often,653.26,Mumbai
CUST1458,Female,31,Groceries,Credit Card,Often,6796.9,Bangalore
CUST1459,Male,59,Clothing,Debit Card,Sometimes,2121.8,Hyderabad
CUST1460,Female,42,Fitness,Net Banking,Very Often,9516.94,Hyderabad
CUST1461,Female,58,Beauty,Cash,Often,8817.01,Mumbai
CUST1462,Male,42,Fitness,Debit Card,Sometimes,8689.72,Mumbai
CUST1463,Female,43,Beauty,Credit Card,Sometimes,832.1,Delhi
CUST1464,Female,23,Beauty,Credit Card,Often,9372.3,Kolkata
CUST1465,Male,63,Beauty,UPI,Very Often,5209.76,Mumbai
CUST1466,Male,41,Books,Net Banking,Sometimes,9528.88,Mumbai
CUST1467,Female,52,Groceries,Cash,Sometimes,8995.18,Chennai
CUST1468,Female,19,Groceries,Cash,Often,665.66,Chennai
CUST1469,Male,60,Electronics,Cash,Often,3799.86,Chennai
CUST1470,Male,18,Fitness,Credit Card,Rarely,9542.38,Bangalore
CUST1471,Male,61,Beauty,Cash,Often,2976.37,Mumbai
CUST1472,Male,36,Fitness,Credit Card,Sometimes,1401.93,Chennai
CUST1473,Female,52,Clothing,Debit Card,Rarely,1319.26,Delhi
CUST1474,Female,21,Groceries,Credit Card,Rarely,8417.44,Delhi
CUST1475,Male,21,Electronics,Credit Card,Sometimes,1715.7,Mumbai
CUST1476,Male,54,Beauty,UPI,Rarely,1732.05,Hyderabad
CUST1477,Male,63,Fitness,Credit Card,Very Often,3015.68,Hyderabad
CUST1478,Male,53,Groceries,Debit Card,Rarely,9105.63,Chennai
CUST1479,Female,52,Beauty,UPI,Often,2462.45,Kolkata
CUST1480,Female,19,Groceries,Cash,Rarely,8456.87,Delhi
CUST1481,Male,55,Books,UPI,Very Often,1788.51,Bangalore
CUST1482,Male,47,Books,UPI,Very Often,4761.66,Mumbai
CUST1483,Female,61,Electronics,Cash,Very Often,6085.36,Delhi
CUST1484,Male,46,Electronics,Debit Card,Very Often,9492.07,Delhi
CUST1485,Female,41,Beauty,Credit Card,Sometimes,412.57,Chennai
CUST1486,Male,26,Clothing,Net Banking,Often,361.99,Mumbai
CUST1487,Male,42,Groceries,UPI,Sometimes,1607.06,Chennai
CUST1488,Male,61,Clothing,Net Banking,Sometimes,530.94,Delhi
CUST1489,Female,32,Books,Net Banking,Sometimes,8332.83,Mumbai
CUST1490,Female,63,Beauty,Debit Card,Rarely,6143.19,Delhi
CUST1491,Female,24,Books,Cash,Sometimes,3241.62,Delhi
CUST1492,Female,50,Books,Credit Card,Very Often,1394.07,Mumbai
CUST1493,Male,65,Groceries,Net Banking,Sometimes,4435.08,Delhi
CUST1494,Female,18,Beauty,Net Banking,Very Often,2994.77,Hyderabad
CUST1495,Male,25,Groceries,Credit Card,Rarely,3677.26,Chennai
CUST1496,Female,27,Fitness,Debit Card,Often,1857.88,Chennai
CUST1497,Male,57,Groceries,Cash,Sometimes,2106.82,Kolkata
CUST1498,Female,28,Clothing,UPI,Often,6044.04,Bangalore
CUST1499,Female,55,Beauty,Net Banking,Very Often,9151.94,Bangalore
